1	183
2	57
3	246
4	16
5	57
6	145
7	323
8	84
9	21
10	332
11	77
12	157
13	363
14	377
15	450
16	345
17	315
18	237
19	208
20	573
21	3
22	94
23	141
24	304
25	488
26	497
27	229
28	718
29	211
30	647
31	745
32	807
33	377
34	591
35	374
36	555
37	677
38	432
39	67
40	599
41	561
42	749
43	91
44	739
45	693
46	452
47	558
48	901
49	282
50	411
51	474
52	450
53	78
54	45
55	895
56	131
57	454
58	1058
59	1058
60	1062
61	274
62	299
63	862
64	510
65	838
66	956
67	484
68	1080
69	886
70	705
71	655
72	566
73	702
74	623
75	909
76	859
77	117
78	184
79	150
80	747
81	357
82	80
83	101
84	163
85	72
86	88
87	89
88	681
89	98
90	333
91	193
92	456
93	599
94	252
95	907
96	956
97	598
98	777
99	641
100	396
101	511
102	110
103	499
104	784
105	640
106	52
107	487
108	392
109	814
110	858
111	884
112	926
113	1057
114	137
115	19
116	519
117	878
118	141
119	546
120	433
121	370
122	842
123	646
124	655
125	9
126	92
127	234
128	492
129	220
130	924
131	1049
132	944
133	440
134	455
135	614
136	1075
137	895
138	990
139	186
140	113
141	39
142	172
143	541
144	839
145	919
146	966
147	654
148	735
149	560
150	7
151	139
152	266
153	284
154	599
155	81
156	604
157	857
158	650
159	815
160	288
161	261
162	204
163	673
164	1027
165	774
166	913
167	184
168	258
169	531
170	5
171	1045
172	736
173	987
174	534
175	498
176	766
177	319
178	579
179	252
180	835
181	830
182	5
183	486
184	163
185	862
186	690
187	602
188	327
189	124
190	1015
191	302
192	991
193	735
194	500
195	454
196	186
197	849
198	113
199	526
200	499
201	250
202	177
203	105
204	113
205	275
206	32
207	1008
208	1072
209	629
210	923
211	111
212	281
213	617
214	812
215	43
216	226
217	262
218	290
219	363
220	135
221	41
222	1030
223	128
224	229
225	76
226	720
227	94
228	230
229	21
230	425
231	200
232	393
233	111
234	905
235	491
236	908
237	517
238	700
239	223
240	323
241	784
242	984
243	19
244	566
245	644
246	356
247	693
248	296
249	572
250	735
251	67
252	306
253	72
254	245
255	210
256	397
257	515
258	439
259	947
260	339
261	1021
262	716
263	88
264	826
265	297
266	174
267	9
268	795
269	1094
270	843
271	744
272	418
273	385
274	513
275	181
276	1019
277	382
278	89
279	932
280	84
281	261
282	963
283	360
284	54
285	668
286	170
287	314
288	696
289	110
290	573
291	402
292	853
293	477
294	745
295	198
296	969
297	1
298	389
299	333
300	21
301	326
302	767
303	722
304	34
305	279
306	144
307	791
308	1029
309	362
310	785
311	806
312	704
313	1092
314	91
315	61
316	17
317	105
318	108
319	216
320	53
321	277
322	146
323	236
324	1
325	62
326	261
327	166
328	263
329	264
330	231
331	259
332	284
333	424
334	223
335	441
336	172
337	445
338	424
339	374
340	189
341	186
342	442
343	230
344	55
345	48
346	70
347	761
348	657
349	252
350	3
351	712
352	548
353	97
354	126
355	599
356	400
357	352
358	758
359	395
360	206
361	406
362	413
363	767
364	695
365	191
366	490
367	567
368	142
369	436
370	644
371	405
372	496
373	252
374	689
375	179
376	353
377	78
378	674
379	812
380	229
381	562
382	71
383	908
384	936
385	137
386	973
387	794
388	536
389	518
390	950
391	807
392	790
393	823
394	284
395	689
396	399
397	767
398	769
399	808
400	718
401	588
402	975
403	1071
404	808
405	946
406	1012
407	730
408	947
409	703
410	829
411	944
412	1062
413	1079
414	920
415	164
416	176
417	254
418	317
419	56
420	337
421	688
422	70
423	272
424	445
425	400
426	467
427	179
428	219
429	52
430	232
431	407
432	402
433	20
434	59
435	334
436	661
437	147
438	459
439	101
440	414
441	268
442	216
443	562
444	321
445	885
446	324
447	189
448	0
449	186
450	146
451	12
452	796
453	1
454	87
455	311
456	102
457	98
458	414
459	847
460	49
461	538
462	446
463	145
464	62
465	15
466	579
467	674
468	26
469	218
470	179
471	287
472	300
473	198
474	485
475	182
476	79
477	42
478	818
479	390
480	1065
481	908
482	77
483	609
484	282
485	32
486	579
487	5
488	371
489	948
490	163
491	456
492	128
493	209
494	665
495	967
496	973
497	300
498	344
499	640
500	168
501	525
502	304
503	802
504	513
505	36
506	625
507	388
508	978
509	977
510	571
511	811
512	689
513	522
514	649
515	700
516	1021
517	513
518	949
519	426
520	525
521	944
522	1028
523	90
524	241
525	410
526	473
527	621
528	130
529	676
530	975
531	307
532	709
533	277
534	865
535	463
536	95
537	732
538	1081
539	160
540	179
541	551
542	57
543	632
544	28
545	563
546	392
547	380
548	557
549	617
550	91
551	249
552	277
553	578
554	743
555	512
556	657
557	765
558	844
559	548
560	122
561	878
562	946
563	556
564	224
565	957
566	77
567	163
568	898
569	693
570	93
571	229
572	256
573	439
574	955
575	480
576	522
577	1042
578	370
579	208
580	246
581	506
582	194
583	656
584	376
585	350
586	379
587	194
588	166
589	738
590	965
591	851
592	231
593	63
594	877
595	517
596	358
597	630
598	209
599	893
600	521
601	409
602	323
603	800
604	229
605	763
606	556
607	1023
608	495
609	343
610	94
611	519
612	585
613	500
614	747
615	556
616	241
617	76
618	486
619	320
620	488
621	913
622	827
623	695
624	279
625	152
626	360
627	271
628	154
629	428
630	880
631	602
632	600
633	889
634	160
635	358
636	154
637	502
638	131
639	446
640	433
641	646
642	814
643	781
644	898
645	94
646	70
647	1030
648	948
649	833
650	411
651	244
652	840
653	26
654	514
655	580
656	577
657	487
658	83
659	392
660	765
661	1006
662	498
663	343
664	856
665	632
666	1015
667	540
668	737
669	234
670	1046
671	516
672	163
673	110
674	954
675	149
676	276
677	753
678	337
679	426
680	1031
681	143
682	124
683	117
684	700
685	747
686	618
687	908
688	94
689	465
690	85
691	315
692	527
693	51
694	1041
695	474
696	269
697	875
698	778
699	285
700	828
701	223
702	289
703	233
704	66
705	637
706	120
707	950
708	994
709	800
710	696
711	526
712	611
713	443
714	797
715	951
716	727
717	368
718	1076
719	306
720	202
721	747
722	1035
723	554
724	177
725	232
726	146
727	347
728	771
729	200
730	436
731	84
732	862
733	866
734	95
735	280
736	1045
737	444
738	53
739	79
740	115
741	130
742	123
743	115
744	59
745	24
746	72
747	163
748	326
749	109
750	307
751	397
752	311
753	47
754	83
755	472
756	260
757	90
758	66
759	53
760	200
761	261
762	461
763	537
764	70
765	389
766	117
767	318
768	257
769	318
770	407
771	520
772	537
773	512
774	517
775	335
776	600
777	148
778	6
779	480
780	524
781	22
782	295
783	330
784	350
785	625
786	124
787	46
788	686
789	454
790	742
791	430
792	191
793	464
794	719
795	464
796	539
797	273
798	13
799	441
800	410
801	476
802	656
803	616
804	270
805	510
806	500
807	729
808	746
809	853
810	280
811	895
812	908
813	699
814	740
815	945
816	249
817	580
818	1028
819	554
820	890
821	766
822	537
823	952
824	637
825	785
826	439
827	1067
828	665
829	430
830	329
831	420
832	874
833	227
834	309
835	988
836	608
837	462
838	787
839	627
840	880
841	217
842	1002
843	872
844	350
845	1011
846	1048
847	521
848	906
849	633
850	1009
851	847
852	537
853	805
854	461
855	593
856	1094
857	944
858	925
859	584
860	956
861	853
862	1064
863	917
864	1013
865	637
866	723
867	1039
868	721
869	1025
870	856
871	906
872	74
873	115
874	25
875	91
876	58
877	85
878	51
879	280
880	205
881	153
882	195
883	228
884	169
885	179
886	540
887	272
888	253
889	302
890	279
891	727
892	671
893	72
894	101
895	85
896	413
897	556
898	47
899	382
900	245
901	165
902	87
903	81
904	874
905	46
906	260
907	205
908	601
909	74
910	89
911	358
912	441
913	592
914	557
915	518
916	54
917	130
918	663
919	355
920	681
921	552
922	94
923	292
924	28
925	45
926	174
927	435
928	492
929	635
930	107
931	453
932	733
933	727
934	374
935	242
936	204
937	340
938	500
939	405
940	352
941	690
942	171
943	603
944	11
945	724
946	482
947	139
948	121
949	141
950	728
951	684
952	123
953	616
954	761
955	559
956	854
957	225
958	1027
959	411
960	675
961	943
962	1
963	388
964	1055
965	1051
966	63
967	343
968	751
969	860
970	315
971	1040
972	387
973	913
974	1090
975	363
976	968
977	87
978	998
979	126
980	1056
981	162
982	642
983	497
984	861
985	346
986	1045
987	327
988	133
989	645
990	980
991	865
992	1029
993	462
994	230
995	745
996	826
997	648
998	842
999	457
1000	549
1001	174
1002	734
1003	233
1004	300
1005	644
1006	618
1007	1073
1008	717
1009	287
1010	594
1011	298
1012	1079
1013	167
1014	1056
1015	431
1016	857
1017	592
1018	227
1019	276
1020	480
1021	967
1022	10
1023	909
1024	346
1025	110
1026	510
1027	701
1028	1066
1029	793
1030	373
1031	418
1032	979
1033	357
1034	393
1035	738
1036	844
1037	1003
1038	1007
1039	743
1040	425
1041	208
1042	8
1043	150
1044	696
1045	312
1046	929
1047	892
1048	162
1049	24
1050	827
1051	274
1052	1010
1053	534
1054	401
1055	325
1056	225
1057	1064
1058	620
1059	924
1060	1089
1061	678
1062	943
1063	60
1064	127
1065	831
1066	94
1067	770
1068	509
1069	78
1070	423
1071	585
1072	504
1073	791
1074	819
1075	564
1076	972
1077	720
1078	704
1079	606
1080	394
1081	326
1082	976
1083	939
1084	816
1085	780
1086	585
1087	964
1088	265
1089	174
1090	810
1091	1025
1092	953
1093	710
1094	379
1095	2
1096	428
1097	358
1098	739
1099	956
1100	1070
1101	48
1102	732
1103	669
1104	50
1105	388
1106	117
1107	200
1108	184
1109	778
1110	162
1111	184
1112	837
1113	33
1114	663
1115	608
1116	225
1117	618
1118	424
1119	576
1120	547
1121	829
1122	431
1123	385
1124	1027
1125	497
1126	99
1127	928
1128	572
1129	917
1130	163
1131	432
1132	523
1133	797
1134	920
1135	608
1136	115
1137	510
1138	139
1139	55
1140	815
1141	179
1142	11
1143	1072
1144	297
1145	201
1146	191
1147	527
1148	5
1149	810
1150	252
1151	746
1152	267
1153	31
1154	51
1155	1052
1156	580
1157	10
1158	482
1159	59
1160	308
1161	439
1162	13
1163	232
1164	127
1165	370
1166	608
1167	31
1168	762
1169	751
1170	947
1171	531
1172	671
1173	220
1174	169
1175	574
1176	368
1177	221
1178	140
1179	139
1180	1091
1181	609
1182	5
1183	1085
1184	1084
1185	102
1186	81
1187	93
1188	839
1189	3
1190	379
1191	92
1192	646
1193	1079
1194	534
1195	53
1196	183
1197	732
1198	1049
1199	591
1200	188
1201	268
1202	592
1203	850
1204	908
1205	238
1206	934
1207	1081
1208	208
1209	830
1210	566
1211	301
1212	145
1213	212
1214	603
1215	1033
1216	631
1217	299
1218	138
1219	939
1220	576
1221	467
1222	139
1223	568
1224	180
1225	265
1226	1032
1227	132
1228	430
1229	980
1230	846
1231	162
1232	728
1233	3
1234	253
1235	466
1236	546
1237	203
1238	700
1239	378
1240	834
1241	946
1242	914
1243	509
1244	217
1245	528
1246	464
1247	184
1248	367
1249	139
1250	576
1251	380
1252	537
1253	51
1254	43
1255	145
1256	255
1257	201
1258	545
1259	1060
1260	176
1261	798
1262	622
1263	635
1264	184
1265	463
1266	898
1267	766
1268	144
1269	367
1270	182
1271	846
1272	689
1273	838
1274	907
1275	151
1276	526
1277	322
1278	503
1279	607
1280	536
1281	366
1282	584
1283	386
1284	681
1285	800
1286	488
1287	980
1288	765
1289	906
1290	25
1291	864
1292	193
1293	254
1294	339
1295	157
1296	591
1297	850
1298	465
1299	354
1300	147
1301	47
1302	1094
1303	775
1304	764
1305	1084
1306	1
1307	136
1308	39
1309	237
1310	260
1311	282
1312	376
1313	76
1314	298
1315	398
1316	605
1317	13
1318	682
1319	236
1320	702
1321	66
1322	36
1323	552
1324	558
1325	739
1326	618
1327	374
1328	51
1329	516
1330	148
1331	313
1332	195
1333	576
1334	749
1335	430
1336	820
1337	815
1338	586
1339	454
1340	855
1341	237
1342	849
1343	78
1344	449
1345	997
1346	193
1347	611
1348	653
1349	1039
1350	1014
1351	943
1352	594
1353	433
1354	1002
1355	673
1356	195
1357	930
1358	524
1359	816
1360	830
1361	496
1362	532
1363	875
1364	513
1365	1094
1366	744
1367	476
1368	264
1369	489
1370	509
1371	445
1372	945
1373	391
1374	762
1375	717
1376	893
1377	575
1378	734
1379	800
1380	1010
1381	12
1382	131
1383	424
1384	229
1385	309
1386	37
1387	65
1388	19
1389	13
1390	221
1391	450
1392	16
1393	766
1394	785
1395	99
1396	122
1397	230
1398	74
1399	360
1400	561
1401	370
1402	372
1403	219
1404	220
1405	364
1406	756
1407	942
1408	463
1409	250
1410	75
1411	401
1412	517
1413	927
1414	799
1415	314
1416	574
1417	238
1418	647
1419	134
1420	445
1421	621
1422	472
1423	476
1424	912
1425	1057
1426	298
1427	479
1428	344
1429	856
1430	592
1431	994
1432	538
1433	712
1434	369
1435	478
1436	701
1437	272
1438	212
1439	662
1440	123
1441	998
1442	57
1443	744
1444	215
1445	108
1446	703
1447	383
1448	30
1449	554
1450	254
1451	45
1452	490
1453	614
1454	87
1455	651
1456	343
1457	133
1458	555
1459	244
1460	333
1461	662
1462	540
1463	1043
1464	253
1465	146
1466	327
1467	141
1468	826
1469	668
1470	652
1471	84
1472	106
1473	390
1474	645
1475	1011
1476	1091
1477	164
1478	525
1479	843
1480	333
1481	556
1482	596
1483	871
1484	784
1485	309
1486	415
1487	975
1488	903
1489	630
1490	603
1491	316
1492	790
1493	1080
1494	543
1495	630
1496	26
1497	51
1498	722
1499	381
1500	212
1501	240
1502	184
1503	73
1504	966
1505	467
1506	62
1507	157
1508	974
1509	1075
1510	490
1511	604
1512	232
1513	771
1514	199
1515	95
1516	996
1517	15
1518	613
1519	158
1520	618
1521	826
1522	488
1523	227
1524	296
1525	1046
1526	557
